,subject_id,accuracy,object,response,true_value,environment_coded
48974,21464,0,object441.jpg,0.4,0.6,raw/volstab
48983,21464,0,object301.jpg,0.2,0.6,raw/volstab
48986,21464,0,object426.jpg,0.6,0.0,raw/volstab
48992,21464,0,object663.jpg,0.8,0.2,raw/volstab
49007,21464,1,object645.jpg,0,0.0,raw/volstab
49013,21464,1,object546.jpg,0.8,0.8,raw/volstab
49019,21464,1,object295.jpg,1,1.0,raw/volstab
49031,21464,0,object300.jpg,0.2,,raw/volstab
49040,21464,0,object531.jpg,0.2,0.6,raw/volstab
49058,21464,0,object524.jpg,0.2,1.0,raw/volstab
49061,21464,1,object239.jpg,0.8,0.8,raw/volstab
49070,21464,1,object83.jpg,1,1.0,raw/volstab
49073,21464,1,object295.jpg,1,1.0,raw/volstab
49079,21464,0,object77.jpg,0.2,,raw/volstab
49082,21464,0,object91.jpg,0.8,,raw/volstab
49133,21464,0,object239.jpg,0.2,0.8,raw/volstab
49139,21464,0,object302.jpg,0.4,0.2,raw/volstab
49199,21464,0,object331.jpg,0.6,,raw/volstab
49202,17349,1,object631.jpg,0.8,0.8,raw/volstab
49214,17349,0,object450.jpg,0.2,0.0,raw/volstab
49229,17349,0,object372.jpg,0,1.0,raw/volstab
49238,17349,1,object385.jpg,1,1.0,raw/volstab
49256,17349,1,object138.jpg,1,1.0,raw/volstab
49265,17349,1,object208.jpg,0.6,0.6,raw/volstab
49274,17349,1,object282.jpg,0.8,0.8,raw/volstab
49280,17349,0,object583.jpg,0.4,0.6,raw/volstab
49295,17349,0,object90.jpg,0.6,0.2,raw/volstab
49310,17349,1,object310.jpg,0.2,0.2,raw/volstab
49373,17349,1,object244.jpg,1,1.0,raw/volstab
49445,45253,1,object453.jpg,1,1.0,raw/volstab
49454,45253,0,object412.jpg,0.6,0.0,raw/volstab
49496,45253,1,object618.jpg,0,0.0,raw/volstab
49499,45253,0,object614.jpg,0.2,0.8,raw/volstab
49502,45253,0,object528.jpg,0.4,0.6,raw/volstab
49517,45253,0,object305.jpg,1,0.2,raw/volstab
49523,45253,0,object141.jpg,1,0.8,raw/volstab
49541,45253,0,object52.jpg,1,0.8,raw/volstab
49544,45253,0,object451.jpg,0.4,1.0,raw/volstab
49562,45253,1,object156.jpg,1,1.0,raw/volstab
49574,45253,0,object38.jpg,0,0.2,raw/volstab
49694,75305,0,object602.jpg,0.4,0.8,raw/volstab
49712,75305,0,object117.jpg,0.6,0.4,raw/volstab
49724,75305,1,object124.jpg,1,1.0,raw/volstab
49733,75305,1,object587.jpg,0.2,0.2,raw/volstab
49739,75305,1,object460.jpg,0.4,0.4,raw/volstab
49787,75305,1,object17.jpg,0.6,0.6,raw/volstab
49820,75305,1,object176.jpg,0,0.0,raw/volstab
49823,75305,0,object145.jpg,0.2,0.0,raw/volstab
49826,75305,0,object550.jpg,0.4,1.0,raw/volstab
49847,75305,0,object292.jpg,0.6,0.8,raw/volstab
49943,53438,1,object652.jpg,0.4,0.4,raw/volstab
49949,53438,0,object18.jpg,0.6,0.4,raw/volstab
49952,53438,1,object305.jpg,0.6,0.6,raw/volstab
49988,53438,1,object568.jpg,0,0.0,raw/volstab
50039,53438,1,object194.jpg,1,1.0,raw/volstab
50042,53438,1,object630.jpg,0.8,0.8,raw/volstab
50048,53438,0,object42.jpg,0.2,0.4,raw/volstab
50051,53438,1,object510.jpg,1,1.0,raw/volstab
50087,53438,1,object194.jpg,1,1.0,raw/volstab
50165,35696,0,object73.jpg,0.6,,raw/volstab
50177,35696,0,object303.jpg,0.6,0.4,raw/volstab
50198,35696,0,object335.jpg,0.6,,raw/volstab
50210,35696,1,object22.jpg,0.4,0.4,raw/volstab
50228,35696,0,object13.jpg,0.8,0.6,raw/volstab
50231,35696,0,object381.jpg,0.6,,raw/volstab
50234,35696,0,object97.jpg,0.6,0.0,raw/volstab
50255,35696,0,object359.jpg,0.6,,raw/volstab
50261,35696,0,object507.jpg,0.2,0.0,raw/volstab
50288,35696,0,object324.jpg,0.2,,raw/volstab
50297,35696,0,object252.jpg,0.6,,raw/volstab
50303,35696,0,object545.jpg,0.6,0.2,raw/volstab
50339,35696,0,object78.jpg,0.6,,raw/volstab
50348,35696,0,object95.jpg,0.6,,raw/volstab
50351,35696,0,object276.jpg,0.6,,raw/volstab
50354,35696,0,object24.jpg,0.6,,raw/volstab
50363,35696,0,object66.jpg,0.8,,raw/volstab
50369,35696,0,object66.jpg,0.8,,raw/volstab
50375,35696,0,object140.jpg,0.6,,raw/volstab
50381,35696,0,object93.jpg,0.4,,raw/volstab
50387,35696,0,object71.jpg,0.4,,raw/volstab
50402,83176,0,object265.jpg,0.4,0.0,raw/volstab
50414,83176,0,object333.jpg,0.4,0.2,raw/volstab
50423,83176,0,object74.jpg,0.4,0.8,raw/volstab
50450,83176,0,object325.jpg,1,,raw/volstab
50459,83176,0,object594.jpg,0.8,0.4,raw/volstab
50462,83176,1,object655.jpg,0.4,0.4,raw/volstab
50465,83176,1,object12.jpg,0,0.0,raw/volstab
50468,83176,0,object263.jpg,0.8,0.0,raw/volstab
50474,83176,0,object285.jpg,0.8,1.0,raw/volstab
50480,83176,0,object319.jpg,1,0.8,raw/volstab
50495,83176,0,object22.jpg,1,0.6,raw/volstab
50501,83176,1,object469.jpg,1,1.0,raw/volstab
50510,83176,1,object302.jpg,1,1.0,raw/volstab
50513,83176,1,object418.jpg,1,1.0,raw/volstab
50519,83176,0,object397.jpg,1,,raw/volstab
50528,83176,0,object196.jpg,1,0.6,raw/volstab
50534,83176,0,object30.jpg,1,,raw/volstab
50627,83176,0,object397.jpg,1,,raw/volstab
50744,69486,0,object243.jpg,0.8,0.6,raw/stabvol
50747,69486,0,object268.jpg,0.4,0.2,raw/stabvol
50888,87185,0,object532.jpg,0.6,0.2,raw/stabvol
50915,87185,1,object97.jpg,0.4,0.4,raw/stabvol
50978,87185,0,object395.jpg,0.6,0.8,raw/stabvol
50990,87185,0,object351.jpg,0.2,0.8,raw/stabvol
51026,87185,0,object276.jpg,0.8,,raw/stabvol
51035,87185,0,object276.jpg,0.6,,raw/stabvol
51056,87185,0,object499.jpg,0.2,0.4,raw/stabvol
51125,80933,0,object17.jpg,0.6,0.2,raw/stabvol
51137,80933,0,object541.jpg,1,0.4,raw/stabvol
51155,80933,0,object35.jpg,0.2,,raw/stabvol
51161,80933,1,object386.jpg,0.6,0.6,raw/stabvol
51164,80933,0,object499.jpg,0.2,0.4,raw/stabvol
51182,80933,0,object633.jpg,0.4,0.2,raw/stabvol
51185,80933,0,object27.jpg,0.2,,raw/stabvol
51188,80933,1,object264.jpg,0,0.0,raw/stabvol
51191,80933,1,object526.jpg,0,0.0,raw/stabvol
51212,80933,0,object227.jpg,1,0.8,raw/stabvol
51215,80933,1,object579.jpg,1,1.0,raw/stabvol
51218,80933,0,object179.jpg,0.4,0.0,raw/stabvol
51233,80933,1,object259.jpg,1,1.0,raw/stabvol
51248,80933,0,object45.jpg,0.8,0.6,raw/stabvol
51266,80933,0,object372.jpg,0.2,,raw/stabvol
51281,80933,1,object255.jpg,0.4,0.4,raw/stabvol
51284,80933,1,object275.jpg,0.8,0.8,raw/stabvol
51362,41396,1,object135.jpg,0.6,0.6,raw/stabvol
51365,41396,0,object526.jpg,0.2,0.6,raw/stabvol
51377,41396,1,object546.jpg,0.4,0.4,raw/stabvol
51383,41396,0,object77.jpg,0.6,0.4,raw/stabvol
51398,41396,0,object279.jpg,0.8,0.2,raw/stabvol
51404,41396,0,object183.jpg,0.2,0.6,raw/stabvol
51407,41396,1,object488.jpg,0.8,0.8,raw/stabvol
51422,41396,0,object279.jpg,0.8,0.2,raw/stabvol
51446,41396,0,object518.jpg,0.6,,raw/stabvol
51449,41396,0,object188.jpg,0.2,,raw/stabvol
51452,41396,1,object362.jpg,1,1.0,raw/stabvol
51461,41396,0,object131.jpg,0.2,0.4,raw/stabvol
51464,41396,0,object404.jpg,1,0.8,raw/stabvol
51473,41396,1,object580.jpg,1,1.0,raw/stabvol
51476,41396,1,object359.jpg,0,0.0,raw/stabvol
51485,41396,1,object357.jpg,0,0.0,raw/stabvol
51491,41396,1,object438.jpg,0.2,0.2,raw/stabvol
51494,41396,1,object56.jpg,0,0.0,raw/stabvol
51497,41396,0,object426.jpg,0.4,,raw/stabvol
51500,41396,0,object20.jpg,0.6,,raw/stabvol
51515,41396,1,object472.jpg,1,1.0,raw/stabvol
51566,41396,0,object201.jpg,0.4,,raw/stabvol
51581,41396,0,object614.jpg,0.2,,raw/stabvol
51590,41396,0,object143.jpg,0.6,,raw/stabvol
51602,55043,0,object128.jpg,0.2,0.6,raw/stabvol
51617,55043,0,object601.jpg,0.6,0.4,raw/stabvol
51620,55043,1,object528.jpg,0.6,0.6,raw/stabvol
51623,55043,0,object529.jpg,1,0.0,raw/stabvol
51641,55043,0,object73.jpg,0.4,,raw/stabvol
51659,55043,0,object441.jpg,0.2,0.8,raw/stabvol
51662,55043,0,object573.jpg,0.4,0.6,raw/stabvol
51668,55043,0,object584.jpg,1,0.8,raw/stabvol
51674,55043,1,object642.jpg,0.4,0.4,raw/stabvol
51680,55043,0,object128.jpg,0.2,0.6,raw/stabvol
51686,55043,0,object509.jpg,0.2,0.0,raw/stabvol
51689,55043,0,object179.jpg,0.4,0.0,raw/stabvol
51692,55043,0,object565.jpg,0.4,,raw/stabvol
51701,55043,0,object22.jpg,0.2,0.8,raw/stabvol
51713,55043,1,object21.jpg,0.4,0.4,raw/stabvol
51722,55043,1,object516.jpg,1,1.0,raw/stabvol
51725,55043,0,object227.jpg,0.6,,raw/stabvol
51731,55043,0,object197.jpg,0.4,,raw/stabvol
51740,55043,0,object152.jpg,0.2,0.0,raw/stabvol
51743,55043,0,object501.jpg,0.2,1.0,raw/stabvol
51749,55043,0,object350.jpg,0.6,,raw/stabvol
51755,55043,0,object575.jpg,0.4,1.0,raw/stabvol
51761,55043,0,object49.jpg,0.4,,raw/stabvol
51767,55043,0,object422.jpg,0.2,,raw/stabvol
51779,55043,0,object251.jpg,0.4,,raw/stabvol
51782,55043,0,object449.jpg,0.8,,raw/stabvol
51797,55043,0,object465.jpg,0.4,,raw/stabvol
51806,55043,0,object465.jpg,0.4,,raw/stabvol
51836,55043,0,object29.jpg,0.4,,raw/stabvol
51845,16835,0,object203.jpg,0.6,0.4,raw/stabvol
51848,16835,0,object246.jpg,0.6,0.4,raw/stabvol
51851,16835,1,object583.jpg,0,0.0,raw/stabvol
51854,16835,0,object307.jpg,0.6,0.4,raw/stabvol
51857,16835,0,object585.jpg,0.2,0.8,raw/stabvol
51860,16835,1,object18.jpg,0,0.0,raw/stabvol
51866,16835,1,object417.jpg,0,0.0,raw/stabvol
51875,16835,1,object607.jpg,0,0.0,raw/stabvol
51881,16835,0,object627.jpg,0.4,1.0,raw/stabvol
51887,16835,0,object182.jpg,0.4,0.8,raw/stabvol
51911,16835,0,object66.jpg,0.8,0.6,raw/stabvol
51929,16835,1,object340.jpg,0.6,0.6,raw/stabvol
51941,16835,0,object553.jpg,0.8,,raw/stabvol
51944,16835,1,object53.jpg,0.6,0.6,raw/stabvol
51947,16835,0,object452.jpg,0.4,,raw/stabvol
51950,16835,0,object355.jpg,0.6,,raw/stabvol
52001,16835,0,object168.jpg,0.8,,raw/stabvol
52094,61021,1,object309.jpg,0.4,0.4,raw/stabvol
52118,61021,0,object88.jpg,0.2,0.0,raw/stabvol
52238,61021,0,object248.jpg,0.2,,raw/stabvol
52322,65025,0,object606.jpg,0.4,0.2,raw/stabvol
52334,65025,1,object589.jpg,1,1.0,raw/stabvol
52361,65025,1,object451.jpg,0.4,0.4,raw/stabvol
52364,65025,0,object635.jpg,0.6,1.0,raw/stabvol
52367,65025,1,object321.jpg,0,0.0,raw/stabvol
52376,65025,1,object321.jpg,0,0.0,raw/stabvol
52385,65025,0,object17.jpg,0,0.4,raw/stabvol
52397,65025,0,object39.jpg,0.6,0.2,raw/stabvol
52406,65025,0,object566.jpg,1,0.6,raw/stabvol
52409,65025,1,object240.jpg,0,0.0,raw/stabvol
52415,65025,1,object527.jpg,0.8,0.8,raw/stabvol
52418,65025,0,object375.jpg,0.2,0.4,raw/stabvol
52421,65025,1,object522.jpg,1,1.0,raw/stabvol
52436,65025,0,object264.jpg,0.4,0.8,raw/stabvol
52442,65025,0,object331.jpg,0.8,1.0,raw/stabvol
52463,65025,0,object352.jpg,0.2,0.8,raw/stabvol
52481,65025,1,object624.jpg,0,0.0,raw/stabvol
52493,65025,1,object98.jpg,0.6,0.6,raw/stabvol
52571,23514,1,object508.jpg,1,1.0,raw/stabvol
52577,23514,0,object457.jpg,1,0.4,raw/stabvol
52580,23514,0,object87.jpg,0.8,0.4,raw/stabvol
52583,23514,0,object94.jpg,0.6,,raw/stabvol
52589,23514,0,object68.jpg,0.8,0.4,raw/stabvol
52598,23514,0,object353.jpg,1,,raw/stabvol
52601,23514,0,object285.jpg,1,,raw/stabvol
52607,23514,0,object91.jpg,0.4,0.6,raw/stabvol
52613,23514,0,object609.jpg,1,0.8,raw/stabvol
52625,23514,0,object254.jpg,0,1.0,raw/stabvol
52631,23514,0,object90.jpg,0.8,,raw/stabvol
52646,23514,0,object13.jpg,0.8,,raw/stabvol
52652,23514,1,object167.jpg,0.6,0.6,raw/stabvol
52664,23514,0,object634.jpg,0.8,,raw/stabvol
52682,23514,0,object44.jpg,0.2,,raw/stabvol
52688,23514,0,object275.jpg,0.8,,raw/stabvol
52706,23514,0,object245.jpg,1,,raw/stabvol
52709,23514,0,object96.jpg,0.6,,raw/stabvol
52712,23514,0,object178.jpg,0.6,,raw/stabvol
52715,23514,0,object112.jpg,0.4,0.6,raw/stabvol
52721,23514,0,object120.jpg,0.4,,raw/stabvol
52745,23514,0,object272.jpg,0.6,,raw/stabvol
52754,23514,0,object23.jpg,0.2,,raw/stabvol
52769,23514,0,object22.jpg,0,,raw/stabvol
52781,23514,0,object612.jpg,1,,raw/stabvol
52787,23514,0,object181.jpg,0.8,,raw/stabvol
52790,23514,0,object96.jpg,0.4,,raw/stabvol
52796,23514,0,object628.jpg,0.8,,raw/stabvol
52814,42421,1,object108.jpg,0.2,0.2,raw/stabvol
52823,42421,0,object254.jpg,0.4,0.6,raw/stabvol
52826,42421,1,object494.jpg,0.8,0.8,raw/stabvol
52838,42421,1,object585.jpg,0.2,0.2,raw/stabvol
52841,42421,0,object449.jpg,0.2,0.8,raw/stabvol
52847,42421,1,object240.jpg,0.4,0.4,raw/stabvol
52850,42421,0,object578.jpg,0.2,0.4,raw/stabvol
52856,42421,1,object48.jpg,0.8,0.8,raw/stabvol
52877,42421,1,object430.jpg,1,1.0,raw/stabvol
52883,42421,1,object568.jpg,0,0.0,raw/stabvol
52886,42421,1,object22.jpg,1,1.0,raw/stabvol
52889,42421,1,object266.jpg,0,0.0,raw/stabvol
52982,42421,0,object365.jpg,1,0.2,raw/stabvol
52985,42421,0,object201.jpg,0.8,1.0,raw/stabvol
52988,42421,0,object437.jpg,0.4,0.6,raw/stabvol
52994,42421,0,object596.jpg,0.4,0.0,raw/stabvol
53000,42421,0,object195.jpg,0,,raw/stabvol
53003,42421,0,object656.jpg,0.2,0.4,raw/stabvol
53045,96479,0,object315.jpg,0.4,1.0,raw/stabvol
53051,96479,0,object236.jpg,0.4,0.6,raw/stabvol
53054,96479,0,object276.jpg,0.8,1.0,raw/stabvol
53057,96479,0,object115.jpg,0.6,0.8,raw/stabvol
53084,96479,1,object482.jpg,0.6,0.6,raw/stabvol
53102,96479,1,object511.jpg,0,0.0,raw/stabvol
53105,96479,1,object172.jpg,0.2,0.2,raw/stabvol
53129,96479,0,object322.jpg,0.4,1.0,raw/stabvol
53132,96479,1,object529.jpg,0,0.0,raw/stabvol
53138,96479,0,object27.jpg,0.2,0.4,raw/stabvol
53189,96479,1,object442.jpg,0.8,0.8,raw/stabvol
53210,96479,1,object646.jpg,0.2,0.2,raw/stabvol
53219,96479,1,object284.jpg,0,0.0,raw/stabvol
53222,96479,1,object143.jpg,0.6,0.6,raw/stabvol
53258,96479,0,object353.jpg,0,,raw/stabvol
53282,90542,0,object466.jpg,0.4,0.2,raw/stabvol
53291,90542,0,object71.jpg,0.8,1.0,raw/stabvol
53303,90542,1,object555.jpg,0,0.0,raw/stabvol
53333,90542,1,object368.jpg,0.6,0.6,raw/stabvol
53354,90542,1,object480.jpg,0.8,0.8,raw/stabvol
53360,90542,0,object363.jpg,0.2,0.4,raw/stabvol
53384,90542,1,object171.jpg,1,1.0,raw/stabvol
53387,90542,1,object80.jpg,0.4,0.4,raw/stabvol
53393,90542,0,object181.jpg,0.4,0.0,raw/stabvol
53402,90542,0,object48.jpg,0.2,0.8,raw/stabvol
53411,90542,1,object425.jpg,0.8,0.8,raw/stabvol
53414,90542,1,object345.jpg,0.2,0.2,raw/stabvol
53429,90542,0,object130.jpg,0.2,0.0,raw/stabvol
53438,90542,0,object232.jpg,0.4,,raw/stabvol
53441,90542,1,object101.jpg,1,1.0,raw/stabvol
53477,90542,0,object252.jpg,0.2,,raw/stabvol
53510,90542,0,object498.jpg,0.4,,raw/stabvol
53516,90542,0,object417.jpg,0.2,,raw/stabvol
53525,37135,0,object449.jpg,0,0.8,raw/stabvol
53540,37135,0,object47.jpg,0.6,,raw/stabvol
53543,37135,0,object386.jpg,0.2,,raw/stabvol
53573,37135,0,object21.jpg,0.2,,raw/stabvol
53579,37135,0,object276.jpg,0.2,,raw/stabvol
53609,37135,0,object662.jpg,0.6,,raw/stabvol
53615,37135,0,object277.jpg,0.8,,raw/stabvol
53648,37135,1,object149.jpg,0.2,0.2,raw/stabvol
53681,37135,0,object195.jpg,0.4,,raw/stabvol
53768,93099,0,object381.jpg,0.4,0.2,raw/stabvol
53849,93099,1,object253.jpg,0.4,0.4,raw/stabvol
54008,36129,0,object416.jpg,0.2,1.0,raw/stabvol
54014,36129,0,object115.jpg,0.6,0.8,raw/stabvol
54026,36129,0,object46.jpg,0.6,,raw/stabvol
54038,36129,0,object528.jpg,0.2,0.6,raw/stabvol
54065,36129,0,object211.jpg,0.4,,raw/stabvol
54074,36129,0,object279.jpg,0.2,,raw/stabvol
54077,36129,0,object453.jpg,0.6,,raw/stabvol
54083,36129,0,object549.jpg,0.8,,raw/stabvol
54107,36129,0,object580.jpg,0.4,0.6,raw/stabvol
54113,36129,0,object473.jpg,0,,raw/stabvol
54116,36129,0,object222.jpg,0.6,,raw/stabvol
54119,36129,1,object407.jpg,0.6,0.6,raw/stabvol
54146,36129,0,object335.jpg,0.8,,raw/stabvol
54152,36129,0,object494.jpg,0.2,,raw/stabvol
54155,36129,0,object582.jpg,0.6,,raw/stabvol
54182,36129,0,object658.jpg,0.2,,raw/stabvol
54185,36129,0,object130.jpg,0.6,0.2,raw/stabvol
54194,36129,0,object159.jpg,0.8,,raw/stabvol
54197,36129,0,object584.jpg,0.2,,raw/stabvol
54218,36129,0,object377.jpg,0.8,,raw/stabvol
54251,28873,1,object417.jpg,1,1.0,raw/stabvol
54260,28873,1,object504.jpg,1,1.0,raw/stabvol
54272,28873,1,object395.jpg,0,0.0,raw/stabvol
54278,28873,0,object160.jpg,0.4,0.6,raw/stabvol
54293,28873,0,object514.jpg,0.4,0.8,raw/stabvol
54299,28873,0,object76.jpg,0.2,0.0,raw/stabvol
54302,28873,0,object36.jpg,0.6,,raw/stabvol
54308,28873,0,object463.jpg,0.8,0.4,raw/stabvol
54314,28873,0,object594.jpg,0.4,0.2,raw/stabvol
54323,28873,0,object522.jpg,0.6,0.8,raw/stabvol
54326,28873,0,object34.jpg,0,0.4,raw/stabvol
54329,28873,1,object659.jpg,0.6,0.6,raw/stabvol
54332,28873,0,object206.jpg,0.6,0.2,raw/stabvol
54335,28873,0,object234.jpg,0,0.6,raw/stabvol
54338,28873,0,object431.jpg,0.2,0.6,raw/stabvol
54353,28873,0,object258.jpg,0,0.2,raw/stabvol
54374,28873,0,object590.jpg,0.6,0.0,raw/stabvol
54383,28873,0,object612.jpg,0.6,0.4,raw/stabvol
54398,28873,0,object614.jpg,0.4,0.8,raw/stabvol
54440,28873,0,object375.jpg,0.2,,raw/stabvol
54500,53639,0,object203.jpg,0.4,0.2,raw/stabvol
54503,53639,0,object100.jpg,0.6,0.2,raw/stabvol
54521,53639,0,object395.jpg,0.2,0.0,raw/stabvol
54527,53639,0,object424.jpg,0.2,0.8,raw/stabvol
54530,53639,0,object530.jpg,0.8,0.4,raw/stabvol
54533,53639,0,object54.jpg,0.2,,raw/stabvol
54542,53639,1,object69.jpg,0.6,0.6,raw/stabvol
54548,53639,0,object77.jpg,0.2,0.8,raw/stabvol
54563,53639,1,object48.jpg,0.6,0.6,raw/stabvol
54581,53639,1,object115.jpg,0,0.0,raw/stabvol
54596,53639,1,object158.jpg,0,0.0,raw/stabvol
54599,53639,0,object113.jpg,0.4,0.6,raw/stabvol
54602,53639,0,object47.jpg,0.8,,raw/stabvol
54611,53639,1,object467.jpg,1,1.0,raw/stabvol
54620,53639,0,object579.jpg,0.8,0.2,raw/stabvol
54623,53639,1,object499.jpg,0.6,0.6,raw/stabvol
54626,53639,0,object104.jpg,0.8,1.0,raw/stabvol
54653,53639,0,object172.jpg,1,0.4,raw/stabvol
54758,82080,0,object40.jpg,0.6,1.0,raw/stabvol
54767,82080,0,object473.jpg,0.4,,raw/stabvol
54776,82080,0,object28.jpg,0.8,,raw/stabvol
54788,82080,0,object317.jpg,1,0.2,raw/stabvol
54797,82080,0,object102.jpg,0,1.0,raw/stabvol
54815,82080,0,object512.jpg,0.4,0.2,raw/stabvol
54824,82080,0,object605.jpg,0.8,0.4,raw/stabvol
54830,82080,0,object105.jpg,0.6,,raw/stabvol
54845,82080,0,object382.jpg,0.2,,raw/stabvol
54848,82080,1,object47.jpg,0,0.0,raw/stabvol
54875,82080,0,object318.jpg,0.4,,raw/stabvol
54881,82080,0,object372.jpg,0.4,,raw/stabvol
54890,82080,0,object390.jpg,0.8,,raw/stabvol
54908,82080,0,object611.jpg,0,,raw/stabvol
54953,82080,0,object410.jpg,0.2,,raw/stabvol
54977,49266,0,object340.jpg,0.6,0.4,raw/stabvol
54980,49266,0,object655.jpg,0.4,0.8,raw/stabvol
55016,49266,0,object157.jpg,0.6,0.2,raw/stabvol
55034,49266,0,object135.jpg,1,0.6,raw/stabvol
55043,49266,0,object302.jpg,0.6,0.4,raw/stabvol
55073,49266,0,object521.jpg,0.2,,raw/stabvol
55112,49266,0,object563.jpg,0.4,,raw/stabvol
55115,49266,0,object283.jpg,0.6,1.0,raw/stabvol
55175,49266,0,object448.jpg,0.6,,raw/stabvol
55205,47312,0,object441.jpg,0.4,0.6,raw/stabvol
55217,47312,1,object147.jpg,0.2,0.2,raw/stabvol
55238,47312,0,object469.jpg,0.6,0.8,raw/stabvol
55253,47312,1,object590.jpg,0.6,0.6,raw/stabvol
55271,47312,0,object431.jpg,0.4,0.8,raw/stabvol
55274,47312,1,object590.jpg,0.6,0.6,raw/stabvol
55277,47312,1,object309.jpg,0.2,0.2,raw/stabvol
55280,47312,1,object72.jpg,0.6,0.6,raw/stabvol
55292,47312,1,object243.jpg,1,1.0,raw/stabvol
55295,47312,0,object401.jpg,0.6,0.2,raw/stabvol
55298,47312,0,object449.jpg,0.4,0.8,raw/stabvol
55307,47312,0,object162.jpg,0.2,0.8,raw/stabvol
55310,47312,0,object311.jpg,0.4,0.0,raw/stabvol
55313,47312,0,object131.jpg,0.6,0.0,raw/stabvol
55322,47312,0,object53.jpg,0.2,0.0,raw/stabvol
55325,47312,1,object420.jpg,1,1.0,raw/stabvol
55331,47312,1,object501.jpg,1,1.0,raw/stabvol
55343,47312,0,object527.jpg,0,1.0,raw/stabvol
55421,47312,0,object129.jpg,1,,raw/stabvol
55451,82008,0,object527.jpg,0.6,0.0,raw/stabvol
55469,82008,0,object543.jpg,0.8,0.4,raw/stabvol
55475,82008,0,object65.jpg,0.2,,raw/stabvol
55478,82008,0,object66.jpg,0.4,,raw/stabvol
55490,82008,0,object651.jpg,0.6,,raw/stabvol
55520,82008,0,object489.jpg,0.4,,raw/stabvol
55532,82008,0,object350.jpg,0.6,,raw/stabvol
55544,82008,0,object538.jpg,0.4,,raw/stabvol
55550,82008,0,object146.jpg,0.4,1.0,raw/stabvol
55562,82008,0,object557.jpg,0.6,1.0,raw/stabvol
55571,82008,0,object217.jpg,0.4,,raw/stabvol
55634,82008,0,object257.jpg,0.2,,raw/stabvol
55637,82008,0,object442.jpg,0.2,,raw/stabvol
55655,82008,0,object223.jpg,0.4,,raw/stabvol
55694,48602,0,object548.jpg,0.6,1.0,raw/stabvol
55709,48602,0,object44.jpg,0.8,0.0,raw/stabvol
55739,48602,0,object504.jpg,0.6,0.2,raw/stabvol
55775,48602,1,object209.jpg,0.2,0.2,raw/stabvol
55778,48602,0,object659.jpg,0.2,0.6,raw/stabvol
55802,48602,0,object659.jpg,0.4,0.6,raw/stabvol
55820,48602,0,object380.jpg,0.6,0.0,raw/stabvol
55952,90224,0,object77.jpg,0.6,0.4,raw/stabvol
55973,90224,1,object473.jpg,0,0.0,raw/stabvol
55976,90224,1,object165.jpg,0.4,0.4,raw/stabvol
55982,90224,1,object599.jpg,0.8,0.8,raw/stabvol
55988,90224,1,object401.jpg,0,0.0,raw/stabvol
56021,90224,1,object80.jpg,1,1.0,raw/stabvol
56027,90224,0,object569.jpg,0.4,0.2,raw/stabvol
56030,90224,1,object601.jpg,0,0.0,raw/stabvol
56039,90224,0,object286.jpg,0.2,0.8,raw/stabvol
56051,90224,0,object525.jpg,0.6,0.8,raw/stabvol
56069,90224,0,object415.jpg,0.2,0.6,raw/stabvol
56090,90224,1,object292.jpg,1,1.0,raw/stabvol
56165,52017,0,object129.jpg,0.4,0.6,raw/stabvol
56171,52017,0,object517.jpg,0.6,0.4,raw/stabvol
56186,52017,1,object204.jpg,0,0.0,raw/stabvol
56192,52017,0,object474.jpg,0.4,0.2,raw/stabvol
56207,52017,1,object42.jpg,0.6,0.6,raw/stabvol
56252,52017,0,object85.jpg,0.8,0.4,raw/stabvol
56264,52017,1,object445.jpg,0.6,0.6,raw/stabvol
56267,52017,1,object492.jpg,0.8,0.8,raw/stabvol
56297,52017,1,object576.jpg,0.8,0.8,raw/stabvol
56300,52017,0,object628.jpg,0.6,0.0,raw/stabvol
56303,52017,1,object428.jpg,0,0.0,raw/stabvol
56402,54453,0,object590.jpg,1,0.4,raw/stabvol
56405,54453,1,object506.jpg,0.4,0.4,raw/stabvol
56411,54453,0,object308.jpg,0.4,0.6,raw/stabvol
56429,54453,1,object609.jpg,1,1.0,raw/stabvol
56432,54453,0,object16.jpg,0.2,0.4,raw/stabvol
56447,54453,0,object113.jpg,0.6,0.8,raw/stabvol
56453,54453,1,object402.jpg,0.2,0.2,raw/stabvol
56456,54453,0,object151.jpg,0.2,1.0,raw/stabvol
56465,54453,1,object79.jpg,0,0.0,raw/stabvol
56477,54453,0,object189.jpg,0.6,0.4,raw/stabvol
56483,54453,1,object446.jpg,0,0.0,raw/stabvol
56507,54453,1,object177.jpg,0,0.0,raw/stabvol
56510,54453,0,object217.jpg,0.4,0.8,raw/stabvol
56522,54453,0,object204.jpg,1,0.8,raw/stabvol
56528,54453,1,object79.jpg,0,0.0,raw/stabvol
56555,54453,0,object579.jpg,0.6,0.2,raw/stabvol
56648,60833,0,object136.jpg,0.2,,raw/stabvol
56669,60833,0,object79.jpg,0.6,0.0,raw/stabvol
56699,60833,1,object639.jpg,0.8,0.8,raw/stabvol
56882,31286,0,object143.jpg,0.2,,raw/stabvol
56891,31286,0,object556.jpg,0.8,0.6,raw/stabvol
56903,31286,1,object303.jpg,0.8,0.8,raw/stabvol
56924,31286,1,object414.jpg,0,0.0,raw/stabvol
